review_index,old_relative_path,old_sha256,old_format,archive_decision,archive_folder,sequence_in_destination,new_filename,new_relative_path,action,destination_exists,fb_selected,photo_selected,reason
286,IMG_4163.JPG,cd53b612c6585d25922f57c5ccea45c702a7223ce841decca7ea953d346864f4,JPEG,保留,03_260714_D3_櫛田神社_東長寺,36,260714_D3_IMG4163_福岡市區_東長寺寺社_0036.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4163_福岡市區_東長寺寺社_0036.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
287,IMG_4164.JPG,2d082a92148e8822177b6eea81af6454a6d13130767e6fea8ddf80738f910674,JPEG,保留,03_260714_D3_櫛田神社_東長寺,37,260714_D3_IMG4164_福岡市區_東長寺寺社_0037.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4164_福岡市區_東長寺寺社_0037.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
288,IMG_4165.JPG,2d632535ead7acb801a9b1e96d42e737b059bcf7c711547896ae8d5187ec8921,JPEG,保留,03_260714_D3_櫛田神社_東長寺,38,260714_D3_IMG4165_福岡市區_東長寺寺社_0038.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4165_福岡市區_東長寺寺社_0038.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
289,IMG_4166.JPG,9b5a7cf5366053995f2f6980435c6a269c80f8529d4f6547cebf58000c603fb9,JPEG,保留,03_260714_D3_櫛田神社_東長寺,39,260714_D3_IMG4166_福岡市區_東長寺寺社_0039.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4166_福岡市區_東長寺寺社_0039.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
290,IMG_4167.JPG,5cdd59fdac68a884b86de75e8e32c9238a5e6f7920ad2260f3306a1f7b7b18d3,JPEG,保留,03_260714_D3_櫛田神社_東長寺,40,260714_D3_IMG4167_福岡市區_東長寺寺社_0040.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4167_福岡市區_東長寺寺社_0040.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
291,IMG_4169.JPG,06fff566bfb0fb2813a21ab923bdb8b277d0a2e1ee35bed7b8d638e109d93dbd,JPEG,保留,03_260714_D3_櫛田神社_東長寺,41,260714_D3_IMG4169_福岡市區_東長寺寺社_0041.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4169_福岡市區_東長寺寺社_0041.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
292,IMG_4170.JPG,88036a87cdfd5bbfdf2a2212a3f9a45519d82c6c3f345bc27a46fc19dd74588a,JPEG,保留,03_260714_D3_櫛田神社_東長寺,42,260714_D3_IMG4170_福岡市區_東長寺寺社_0042.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4170_福岡市區_東長寺寺社_0042.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
293,IMG_4171.JPG,d20c44feb47e4c239fb6f3f5a0ddc2ed41382daf80f9d0e9231363c829afe9e2,JPEG,保留,03_260714_D3_櫛田神社_東長寺,43,260714_D3_IMG4171_福岡市區_東長寺寺社_0043.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4171_福岡市區_東長寺寺社_0043.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
294,IMG_4172.JPG,c606c4d7507e85094cf1e886aed5b1e7d20874ce884437b15c1dcef8bb12ed9a,JPEG,保留,03_260714_D3_櫛田神社_東長寺,44,260714_D3_IMG4172_福岡市區_東長寺寺社_0044.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4172_福岡市區_東長寺寺社_0044.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
295,IMG_4173.JPG,908ef2a7bc905521a31daca53497e8abc1a1a24b6acd379aff7dee0ce459c464,JPEG,保留,03_260714_D3_櫛田神社_東長寺,45,260714_D3_IMG4173_福岡市區_東長寺寺社_0045.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4173_福岡市區_東長寺寺社_0045.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
296,IMG_4174.JPG,d80c9d587ee505f881bd67939e1522d1ee7d432f18f405e8f3a13357c524ebbb,JPEG,保留,03_260714_D3_櫛田神社_東長寺,46,260714_D3_IMG4174_福岡市區_東長寺寺社_0046.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4174_福岡市區_東長寺寺社_0046.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
297,IMG_4175.JPG,7bb54d94943d1535e9832a45616109763a8884aa712d5ceb6ad63d45dada956d,JPEG,保留,03_260714_D3_櫛田神社_東長寺,47,260714_D3_IMG4175_福岡市區_東長寺寺社_0047.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4175_福岡市區_東長寺寺社_0047.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
298,IMG_4176.JPG,ce8eedf4857e5605ead93aa9fba0d41fbc64083fcb984a78943d947d1043f738,JPEG,保留,03_260714_D3_櫛田神社_東長寺,48,260714_D3_IMG4176_福岡市區_東長寺寺社_0048.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4176_福岡市區_東長寺寺社_0048.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
299,IMG_4177.JPG,b8b5de31c9d5b9cc48bbf2853f23a8b74507103cc2b2cedba1cc24d0c659b797,JPEG,保留,03_260714_D3_櫛田神社_東長寺,49,260714_D3_IMG4177_福岡市區_東長寺寺社_0049.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4177_福岡市區_東長寺寺社_0049.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
300,IMG_4178.JPG,2cd0bbf8b7ef21f616c6def2614725654899ee992d231657ff41c148fd772b74,JPEG,保留,03_260714_D3_櫛田神社_東長寺,50,260714_D3_IMG4178_福岡市區_東長寺寺社_0050.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4178_福岡市區_東長寺寺社_0050.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
301,IMG_4179.JPG,85daa33efbd9ca8190c19421aa56b909e867af10da6c39c6156c2e879cab7b4f,JPEG,保留,03_260714_D3_櫛田神社_東長寺,1,260714_D3_IMG4179_福岡市區_烘焙餐食_0001.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4179_福岡市區_烘焙餐食_0001.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
302,IMG_4180.JPG,3734495d169eee67d1f1548c3fe9559568cfa121a8200f538f8c2514100fedf3,JPEG,保留,03_260714_D3_櫛田神社_東長寺,2,260714_D3_IMG4180_福岡市區_烘焙餐食_0002.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4180_福岡市區_烘焙餐食_0002.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
303,IMG_4181.JPG,f4ce0f1a5987610da12c6ba2fc2c52a86dd013f3612c153b54f74047fb72862a,JPEG,保留,03_260714_D3_櫛田神社_東長寺,3,260714_D3_IMG4181_福岡市區_烘焙餐食_0003.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4181_福岡市區_烘焙餐食_0003.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
304,IMG_4182.JPG,37046965820a6bdbf7105d7f5ebb603cf58bd9e3f01552f829471efc27e21700,JPEG,保留,03_260714_D3_櫛田神社_東長寺,4,260714_D3_IMG4182_福岡市區_烘焙餐食_0004.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4182_福岡市區_烘焙餐食_0004.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
305,IMG_4183.JPG,e1d33c65b150046fbe8b9b4c4831ae5801a61539a6cb72f45e940f0c0a627980,JPEG,保留,03_260714_D3_櫛田神社_東長寺,5,260714_D3_IMG4183_福岡市區_烘焙餐食_0005.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4183_福岡市區_烘焙餐食_0005.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
306,IMG_4184.JPG,565e2a0550cb3fdc698d300ec21a3ea6bc25faeb0686d8f51a6db1d5065b0b5e,JPEG,保留,03_260714_D3_櫛田神社_東長寺,6,260714_D3_IMG4184_福岡市區_烘焙餐食_0006.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4184_福岡市區_烘焙餐食_0006.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
307,IMG_4185.JPG,1cafec64e2281019a0993cf6d6f37e9eb8909b1c1b148c3640c3cd67c033cc3a,JPEG,保留,03_260714_D3_櫛田神社_東長寺,7,260714_D3_IMG4185_福岡市區_烘焙餐食_0007.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4185_福岡市區_烘焙餐食_0007.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
308,IMG_4186.JPG,952024aa0775ce419eca1baceac606e36d22eebae9ceb46f954b401205d5ee35,JPEG,保留,03_260714_D3_櫛田神社_東長寺,8,260714_D3_IMG4186_福岡市區_烘焙餐食_0008.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4186_福岡市區_烘焙餐食_0008.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
309,IMG_4187.JPG,f89c25c9bc15d9e05c05156946a661dc29075e5175973380f6555dfc3b9d3a73,JPEG,保留,03_260714_D3_櫛田神社_東長寺,9,260714_D3_IMG4187_福岡市區_烘焙餐食_0009.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4187_福岡市區_烘焙餐食_0009.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
310,IMG_4188.JPG,d7a1897159bdb1c0ec8fc2dbeb8c5d2688347b2b55d1988e17102a2170e6868d,JPEG,保留,03_260714_D3_櫛田神社_東長寺,10,260714_D3_IMG4188_福岡市區_烘焙餐食_0010.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4188_福岡市區_烘焙餐食_0010.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
311,IMG_4189.JPG,f512a8f5588fa802c32c4330511f997ef417f93c815dbcf86b417b5beb4c3619,JPEG,保留,03_260714_D3_櫛田神社_東長寺,11,260714_D3_IMG4189_福岡市區_烘焙餐食_0011.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4189_福岡市區_烘焙餐食_0011.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
312,IMG_4190.JPG,ac8ecce8fc878f0c682695de92a2e1f0d578e3508a05471da7cee0ec8d13a8f6,JPEG,保留,03_260714_D3_櫛田神社_東長寺,12,260714_D3_IMG4190_福岡市區_烘焙餐食_0012.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4190_福岡市區_烘焙餐食_0012.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
313,IMG_4191.JPG,99e07cc453d377fe19883f84e2aefd2c533cef61a8908b330fbd19a4660332e4,JPEG,保留,03_260714_D3_櫛田神社_東長寺,13,260714_D3_IMG4191_福岡市區_烘焙餐食_0013.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4191_福岡市區_烘焙餐食_0013.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
314,IMG_4192.JPG,983abfefd763619ab8eba64582bd897a24423cb271dcb8a0d86273a0f61e99cc,JPEG,保留,03_260714_D3_櫛田神社_東長寺,14,260714_D3_IMG4192_福岡市區_烘焙餐食_0014.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4192_福岡市區_烘焙餐食_0014.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
315,IMG_4193.JPG,3aa21f48c66dc25a965e7772e98331c9547c850265ba2b4e5f0f70a1802f7fc7,JPEG,保留,03_260714_D3_櫛田神社_東長寺,15,260714_D3_IMG4193_福岡市區_烘焙餐食_0015.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4193_福岡市區_烘焙餐食_0015.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
316,IMG_4195.JPG,a6b4d05d107b995f85f9477e63066fa26b4d2202bba69318cabeb1375370de51,JPEG,保留,03_260714_D3_櫛田神社_東長寺,16,260714_D3_IMG4195_福岡市區_烘焙餐食_0016.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4195_福岡市區_烘焙餐食_0016.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
317,IMG_4196.JPG,0e1637dcc53b82d31f0429c60780bbab9c193acb582e64ce8a04db6fd8f28112,JPEG,保留,03_260714_D3_櫛田神社_東長寺,17,260714_D3_IMG4196_福岡市區_烘焙餐食_0017.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4196_福岡市區_烘焙餐食_0017.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
318,IMG_4197.JPG,b40695c83da41c473ebdcff36f854d1e1262f7fb346b9777d78e00576caf8476,JPEG,保留,03_260714_D3_櫛田神社_東長寺,18,260714_D3_IMG4197_福岡市區_烘焙餐食_0018.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4197_福岡市區_烘焙餐食_0018.JPG,move_and_rename,no,否,是,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
319,IMG_4198.JPG,7c9ca4ce5aefe95fe343ab3c32c73feb06bac3a6f34af728a6638c7f78cab3b6,JPEG,保留,03_260714_D3_櫛田神社_東長寺,19,260714_D3_IMG4198_福岡市區_烘焙餐食_0019.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4198_福岡市區_烘焙餐食_0019.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
320,IMG_4199.JPG,b3176da50a7c60dffb38fbe895e83680d69f1fb22f8df89ebfd435d6a9b51256,JPEG,保留,03_260714_D3_櫛田神社_東長寺,20,260714_D3_IMG4199_福岡市區_烘焙餐食_0020.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4199_福岡市區_烘焙餐食_0020.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
321,IMG_4200.JPG,3f661062b64d000bd33212562c4dc28706207dc6710140e9255b082e25c7d1c6,JPEG,保留,03_260714_D3_櫛田神社_東長寺,21,260714_D3_IMG4200_福岡市區_烘焙餐食_0021.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4200_福岡市區_烘焙餐食_0021.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
322,IMG_4201.JPG,a0ad96ce3bf45ffb541f075cace42ff721338b83943e5dec0d7ff5d73253285b,JPEG,保留,03_260714_D3_櫛田神社_東長寺,22,260714_D3_IMG4201_福岡市區_烘焙餐食_0022.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4201_福岡市區_烘焙餐食_0022.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
323,IMG_4202.JPG,4162cd444f8110709798ab22d0842f35fe19ba8352cb764ae384008f03cf7be0,JPEG,保留,03_260714_D3_櫛田神社_東長寺,23,260714_D3_IMG4202_福岡市區_烘焙餐食_0023.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4202_福岡市區_烘焙餐食_0023.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
324,IMG_4203.JPG,ee0a4a92c66dd658933bf40e0c2c7f10cf337c0ae5f460b5e0c3498d4f995adb,JPEG,保留,03_260714_D3_櫛田神社_東長寺,24,260714_D3_IMG4203_福岡市區_烘焙餐食_0024.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4203_福岡市區_烘焙餐食_0024.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
325,IMG_4204.JPG,739204ab0dbe4f527cb6d285f167806220f13d5c21e071f9a2362fb9236c6d78,JPEG,保留,03_260714_D3_櫛田神社_東長寺,25,260714_D3_IMG4204_福岡市區_烘焙餐食_0025.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4204_福岡市區_烘焙餐食_0025.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
326,IMG_4205.JPG,377077ee7267369a1fa2b4cf7b4240cc2fb18e3d4f7e762422aec635ee2064e6,JPEG,保留,03_260714_D3_櫛田神社_東長寺,26,260714_D3_IMG4205_福岡市區_烘焙餐食_0026.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4205_福岡市區_烘焙餐食_0026.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
327,IMG_4206.JPG,b0862f542340b25c48372d6efef2e61f99d70ab37be1f4d5f15899690edeeb56,JPEG,保留,03_260714_D3_櫛田神社_東長寺,27,260714_D3_IMG4206_福岡市區_烘焙餐食_0027.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4206_福岡市區_烘焙餐食_0027.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
328,IMG_4207.JPG,b8cb44ec1ea2a1d9d6454f60f6e6a4633fc3a957da096facf34eab2366b77a1f,JPEG,保留,03_260714_D3_櫛田神社_東長寺,28,260714_D3_IMG4207_福岡市區_烘焙餐食_0028.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4207_福岡市區_烘焙餐食_0028.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
329,IMG_4208.JPG,89551534c17fcc3ef0ca2e5262da17928902a90669039467bb57ba8ba6341337,JPEG,保留,03_260714_D3_櫛田神社_東長寺,29,260714_D3_IMG4208_福岡市區_烘焙餐食_0029.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4208_福岡市區_烘焙餐食_0029.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
330,IMG_4209.JPG,cb0f528ab605cad52c59355421770b3c9b646b122f4e47d849fdef6dbad6440d,JPEG,保留,03_260714_D3_櫛田神社_東長寺,30,260714_D3_IMG4209_福岡市區_烘焙餐食_0030.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4209_福岡市區_烘焙餐食_0030.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
331,IMG_4210.JPG,ebdc35e65b6350abfc507686ec2eae738453541e41c134a845c3e7d1fd8de090,JPEG,保留,03_260714_D3_櫛田神社_東長寺,31,260714_D3_IMG4210_福岡市區_烘焙餐食_0031.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4210_福岡市區_烘焙餐食_0031.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
332,IMG_4211.JPG,460ad53d15baa2e4dac9c8d4153d025e56cf70a738673cd37b74cd22b99ff040,JPEG,保留,03_260714_D3_櫛田神社_東長寺,32,260714_D3_IMG4211_福岡市區_烘焙餐食_0032.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4211_福岡市區_烘焙餐食_0032.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
333,IMG_4212.JPG,85c74528a198d48bfe4c29a90814225a51c1c5b3ca824e12e2f610eb7efc8347,JPEG,保留,03_260714_D3_櫛田神社_東長寺,33,260714_D3_IMG4212_福岡市區_烘焙餐食_0033.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4212_福岡市區_烘焙餐食_0033.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
334,IMG_4213.JPG,14f3cef3c5b3e95e7d16398af9d77935be41d8f3411f3ef75f1d3828958fb53f,JPEG,保留,03_260714_D3_櫛田神社_東長寺,34,260714_D3_IMG4213_福岡市區_烘焙餐食_0034.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4213_福岡市區_烘焙餐食_0034.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
335,IMG_4214.JPG,00d22973a10db71f533201cdc9b1023fbe18c4906ba827d19cda80e14ffad22c,JPEG,保留,03_260714_D3_櫛田神社_東長寺,35,260714_D3_IMG4214_福岡市區_烘焙餐食_0035.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4214_福岡市區_烘焙餐食_0035.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
336,IMG_4215.JPG,17ae0a59a39b3db1348d7349fef84e0e3d39a052903fde28a5468544f5bae232,JPEG,保留,03_260714_D3_櫛田神社_東長寺,36,260714_D3_IMG4215_福岡市區_烘焙餐食_0036.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4215_福岡市區_烘焙餐食_0036.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
337,IMG_4216.JPG,612105143d9ec71deb286b569b3363a9307e54c31aaae174ed11b79c3bbc0491,JPEG,保留,03_260714_D3_櫛田神社_東長寺,37,260714_D3_IMG4216_福岡市區_烘焙餐食_0037.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4216_福岡市區_烘焙餐食_0037.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
338,IMG_4217.JPG,c149a35a6295216f5f97b941b9dcdd0fc9b969c77b1aa0ead68c071ad8fbef60,JPEG,保留,03_260714_D3_櫛田神社_東長寺,38,260714_D3_IMG4217_福岡市區_烘焙餐食_0038.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4217_福岡市區_烘焙餐食_0038.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
339,IMG_4218.JPG,438ebacc0fa2d9c615385731b5b233818674510cb847ef8f8e3d60ef1eae5c86,JPEG,保留,03_260714_D3_櫛田神社_東長寺,39,260714_D3_IMG4218_福岡市區_烘焙餐食_0039.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4218_福岡市區_烘焙餐食_0039.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
340,IMG_4219.JPG,9a85e75ebc3d0b434a3186d54fc61cc7d0039038b5419abc478ba91be6503535,JPEG,保留,03_260714_D3_櫛田神社_東長寺,40,260714_D3_IMG4219_福岡市區_烘焙餐食_0040.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4219_福岡市區_烘焙餐食_0040.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
341,IMG_4220.JPG,e67380c031ca775b852c74f50407b36140f1ce95d10e83297fe7adf07999cf86,JPEG,保留,03_260714_D3_櫛田神社_東長寺,41,260714_D3_IMG4220_福岡市區_烘焙餐食_0041.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4220_福岡市區_烘焙餐食_0041.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
342,IMG_4221.JPG,bc7e006161e324a60a8e3f0c13f5d365b3871171832964374ec2624252dc2093,JPEG,保留,03_260714_D3_櫛田神社_東長寺,42,260714_D3_IMG4221_福岡市區_烘焙餐食_0042.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4221_福岡市區_烘焙餐食_0042.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
343,IMG_4222.JPG,4e3c543633510d2162d2dd8027ad6d886abc8b7b9f18ee245ef27575db1a1b7b,JPEG,保留,03_260714_D3_櫛田神社_東長寺,43,260714_D3_IMG4222_福岡市區_烘焙餐食_0043.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4222_福岡市區_烘焙餐食_0043.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
344,IMG_4223.JPG,fa51cdf9fd3fb61c8f8b192fb92142e4c5bf9cdebeb17e61f550ecea6b70a531,JPEG,保留,03_260714_D3_櫛田神社_東長寺,44,260714_D3_IMG4223_福岡市區_烘焙餐食_0044.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4223_福岡市區_烘焙餐食_0044.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
345,IMG_4224.JPG,44ca4ab2558dc75b54a8d987fe241ae55d0f9748eea0168f2f2407649fb392c1,JPEG,保留,03_260714_D3_櫛田神社_東長寺,45,260714_D3_IMG4224_福岡市區_烘焙餐食_0045.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4224_福岡市區_烘焙餐食_0045.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
346,IMG_4225.JPG,94c4537115e1568b3f3b98a689210d6eab06b9cdfae594f2a141f9c19448574d,JPEG,保留,03_260714_D3_櫛田神社_東長寺,46,260714_D3_IMG4225_福岡市區_烘焙餐食_0046.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4225_福岡市區_烘焙餐食_0046.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
347,IMG_4226.JPG,aa5ad36d90bee0cf41506ec00bc3f195af14a7cc25223485d7529ddb143bf76d,JPEG,保留,03_260714_D3_櫛田神社_東長寺,47,260714_D3_IMG4226_福岡市區_烘焙餐食_0047.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4226_福岡市區_烘焙餐食_0047.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
348,IMG_4227.JPG,87859e4f1cb929aff66dd1d9bc1f9be4c65730ab141b8ce1a7797b1be2ef2299,JPEG,保留,03_260714_D3_櫛田神社_東長寺,48,260714_D3_IMG4227_福岡市區_烘焙餐食_0048.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4227_福岡市區_烘焙餐食_0048.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
349,IMG_4228.JPG,2407c0cd89234c4c282eefc17a98c868b2d437d1404c3bf9a72641ea13b3c7d1,JPEG,保留,03_260714_D3_櫛田神社_東長寺,49,260714_D3_IMG4228_福岡市區_烘焙餐食_0049.JPG,03_260714_D3_櫛田神社_東長寺/260714_D3_IMG4228_福岡市區_烘焙餐食_0049.JPG,move_and_rename,no,否,否,依 D3 日期／行程分類，保留原始 IMG 編號以便回溯
