review_index,relative_path,format,size_bytes,width,height,captured_at,capture_time_source,sha256,trip_date,trip_day,itinerary,scene,archive_folder,classification_status,classification_confidence,classification_evidence,archive_decision,fb_selected,photo_selected,photo_score,photo_reason,review_note
300,IMG_4178.JPG,JPEG,5762702,5712,4284,,unavailable,2cd0bbf8b7ef21f616c6def2614725654899ee992d231657ff41c148fd772b74,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
301,IMG_4179.JPG,JPEG,6961029,5712,4284,,unavailable,85daa33efbd9ca8190c19421aa56b909e867af10da6c39c6156c2e879cab7b4f,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
302,IMG_4180.JPG,JPEG,6860911,5712,4284,,unavailable,3734495d169eee67d1f1548c3fe9559568cfa121a8200f538f8c2514100fedf3,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
303,IMG_4181.JPG,JPEG,6589389,5712,4284,,unavailable,f4ce0f1a5987610da12c6ba2fc2c52a86dd013f3612c153b54f74047fb72862a,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
304,IMG_4182.JPG,JPEG,5144075,5712,4284,,unavailable,37046965820a6bdbf7105d7f5ebb603cf58bd9e3f01552f829471efc27e21700,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
305,IMG_4183.JPG,JPEG,5820537,5712,4284,,unavailable,e1d33c65b150046fbe8b9b4c4831ae5801a61539a6cb72f45e940f0c0a627980,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
306,IMG_4184.JPG,JPEG,4404092,5712,4284,,unavailable,565e2a0550cb3fdc698d300ec21a3ea6bc25faeb0686d8f51a6db1d5065b0b5e,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
307,IMG_4185.JPG,JPEG,5503413,5712,4284,,unavailable,1cafec64e2281019a0993cf6d6f37e9eb8909b1c1b148c3640c3cd67c033cc3a,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
308,IMG_4186.JPG,JPEG,6197701,5712,4284,,unavailable,952024aa0775ce419eca1baceac606e36d22eebae9ceb46f954b401205d5ee35,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
309,IMG_4187.JPG,JPEG,6726291,5712,4284,,unavailable,f89c25c9bc15d9e05c05156946a661dc29075e5175973380f6555dfc3b9d3a73,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
310,IMG_4188.JPG,JPEG,6760365,5712,4284,,unavailable,d7a1897159bdb1c0ec8fc2dbeb8c5d2688347b2b55d1988e17102a2170e6868d,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
311,IMG_4189.JPG,JPEG,6346817,5712,4284,,unavailable,f512a8f5588fa802c32c4330511f997ef417f93c815dbcf86b417b5beb4c3619,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
312,IMG_4190.JPG,JPEG,3356231,4032,3024,,unavailable,ac8ecce8fc878f0c682695de92a2e1f0d578e3508a05471da7cee0ec8d13a8f6,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
313,IMG_4191.JPG,JPEG,2731021,4032,3024,,unavailable,99e07cc453d377fe19883f84e2aefd2c533cef61a8908b330fbd19a4660332e4,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
314,IMG_4192.JPG,JPEG,4716235,5712,4284,,unavailable,983abfefd763619ab8eba64582bd897a24423cb271dcb8a0d86273a0f61e99cc,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
315,IMG_4193.JPG,JPEG,5647216,5712,4284,,unavailable,3aa21f48c66dc25a965e7772e98331c9547c850265ba2b4e5f0f70a1802f7fc7,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
316,IMG_4195.JPG,JPEG,5661590,5712,4284,,unavailable,a6b4d05d107b995f85f9477e63066fa26b4d2202bba69318cabeb1375370de51,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
317,IMG_4196.JPG,JPEG,5025817,5712,4284,,unavailable,0e1637dcc53b82d31f0429c60780bbab9c193acb582e64ce8a04db6fd8f28112,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
318,IMG_4197.JPG,JPEG,4957492,5712,4284,,unavailable,b40695c83da41c473ebdcff36f854d1e1262f7fb346b9777d78e00576caf8476,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,是,4,食物細節與色彩表現,完成目視檢視；保留作旅程總帳
319,IMG_4198.JPG,JPEG,4934340,5712,4284,,unavailable,7c9ca4ce5aefe95fe343ab3c32c73feb06bac3a6f34af728a6638c7f78cab3b6,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
320,IMG_4199.JPG,JPEG,4531801,5712,4284,,unavailable,b3176da50a7c60dffb38fbe895e83680d69f1fb22f8df89ebfd435d6a9b51256,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
321,IMG_4200.JPG,JPEG,4934371,5712,4284,,unavailable,3f661062b64d000bd33212562c4dc28706207dc6710140e9255b082e25c7d1c6,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
322,IMG_4201.JPG,JPEG,4583343,5712,4284,,unavailable,a0ad96ce3bf45ffb541f075cace42ff721338b83943e5dec0d7ff5d73253285b,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
323,IMG_4202.JPG,JPEG,2781527,5712,4284,,unavailable,4162cd444f8110709798ab22d0842f35fe19ba8352cb764ae384008f03cf7be0,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
324,IMG_4203.JPG,JPEG,2495393,5712,4284,,unavailable,ee0a4a92c66dd658933bf40e0c2c7f10cf337c0ae5f460b5e0c3498d4f995adb,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
325,IMG_4204.JPG,JPEG,2519849,5712,4284,,unavailable,739204ab0dbe4f527cb6d285f167806220f13d5c21e071f9a2362fb9236c6d78,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
326,IMG_4205.JPG,JPEG,2571881,5712,4284,,unavailable,377077ee7267369a1fa2b4cf7b4240cc2fb18e3d4f7e762422aec635ee2064e6,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
327,IMG_4206.JPG,JPEG,2354215,5712,4284,,unavailable,b0862f542340b25c48372d6efef2e61f99d70ab37be1f4d5f15899690edeeb56,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
328,IMG_4207.JPG,JPEG,3104313,5712,4284,,unavailable,b8cb44ec1ea2a1d9d6454f60f6e6a4633fc3a957da096facf34eab2366b77a1f,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
329,IMG_4208.JPG,JPEG,2077452,5712,4284,,unavailable,89551534c17fcc3ef0ca2e5262da17928902a90669039467bb57ba8ba6341337,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
330,IMG_4209.JPG,JPEG,1292072,4032,3024,,unavailable,cb0f528ab605cad52c59355421770b3c9b646b122f4e47d849fdef6dbad6440d,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
331,IMG_4210.JPG,JPEG,1827658,4032,3024,,unavailable,ebdc35e65b6350abfc507686ec2eae738453541e41c134a845c3e7d1fd8de090,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
332,IMG_4211.JPG,JPEG,1345598,4032,3024,,unavailable,460ad53d15baa2e4dac9c8d4153d025e56cf70a738673cd37b74cd22b99ff040,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
333,IMG_4212.JPG,JPEG,1158034,3024,4032,,unavailable,85c74528a198d48bfe4c29a90814225a51c1c5b3ca824e12e2f610eb7efc8347,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
334,IMG_4213.JPG,JPEG,1199816,3024,4032,,unavailable,14f3cef3c5b3e95e7d16398af9d77935be41d8f3411f3ef75f1d3828958fb53f,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
335,IMG_4214.JPG,JPEG,4526231,5712,4284,,unavailable,00d22973a10db71f533201cdc9b1023fbe18c4906ba827d19cda80e14ffad22c,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
336,IMG_4215.JPG,JPEG,4725880,5712,4284,,unavailable,17ae0a59a39b3db1348d7349fef84e0e3d39a052903fde28a5468544f5bae232,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
337,IMG_4216.JPG,JPEG,4602304,5712,4284,,unavailable,612105143d9ec71deb286b569b3363a9307e54c31aaae174ed11b79c3bbc0491,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
338,IMG_4217.JPG,JPEG,5037905,5712,4284,,unavailable,c149a35a6295216f5f97b941b9dcdd0fc9b969c77b1aa0ead68c071ad8fbef60,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
339,IMG_4218.JPG,JPEG,4722736,5712,4284,,unavailable,438ebacc0fa2d9c615385731b5b233818674510cb847ef8f8e3d60ef1eae5c86,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
340,IMG_4219.JPG,JPEG,4444035,5712,4284,,unavailable,9a85e75ebc3d0b434a3186d54fc61cc7d0039038b5419abc478ba91be6503535,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
341,IMG_4220.JPG,JPEG,4933651,5712,4284,,unavailable,e67380c031ca775b852c74f50407b36140f1ce95d10e83297fe7adf07999cf86,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
342,IMG_4221.JPG,JPEG,5200244,5712,4284,,unavailable,bc7e006161e324a60a8e3f0c13f5d365b3871171832964374ec2624252dc2093,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
343,IMG_4222.JPG,JPEG,4748311,5712,4284,,unavailable,4e3c543633510d2162d2dd8027ad6d886abc8b7b9f18ee245ef27575db1a1b7b,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
344,IMG_4223.JPG,JPEG,4389757,5712,4284,,unavailable,fa51cdf9fd3fb61c8f8b192fb92142e4c5bf9cdebeb17e61f550ecea6b70a531,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
345,IMG_4224.JPG,JPEG,4563380,5712,4284,,unavailable,44ca4ab2558dc75b54a8d987fe241ae55d0f9748eea0168f2f2407649fb392c1,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
346,IMG_4225.JPG,JPEG,4527094,5712,4284,,unavailable,94c4537115e1568b3f3b98a689210d6eab06b9cdfae594f2a141f9c19448574d,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
347,IMG_4226.JPG,JPEG,3852572,5712,4284,,unavailable,aa5ad36d90bee0cf41506ec00bc3f195af14a7cc25223485d7529ddb143bf76d,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
348,IMG_4227.JPG,JPEG,4095618,5712,4284,,unavailable,87859e4f1cb929aff66dd1d9bc1f9be4c65730ab141b8ce1a7797b1be2ef2299,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
349,IMG_4228.JPG,JPEG,1265827,4032,3024,,unavailable,2407c0cd89234c4c282eefc17a98c868b2d437d1404c3bf9a72641ea13b3c7d1,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
350,IMG_4229.JPG,JPEG,1373298,4032,3024,,unavailable,6dfe3bd8905e02934f82bc35b969c8e3d28e4327e2d13e16dcf3262080680724,260714,D3,福岡市區／東長寺・寺社與餐食,東長寺／寺社／烘焙／餐食,03_260714_D3_櫛田神社_東長寺,classified,high,東長寺五重塔、寺社與餐食連續畫面,保留,否,否,,,完成目視檢視；保留作旅程總帳
351,IMG_4230.JPG,JPEG,1338021,4032,3024,,unavailable,85400f1e56354da012844bf602c3417ad73ba9c0c4ddf7631ff46a8c4a3e1170,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
352,IMG_4231.JPG,JPEG,4790375,5712,4284,,unavailable,61724c93e7f277cf23a8a919ce516bb328f4f12023d786fc44210300c54c4403,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
353,IMG_4232.JPG,JPEG,2815298,5712,4284,,unavailable,c841b7c4cb3860b50d8b3a20ea46250a313cd4278a367594bfdce5cf0879474a,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
354,IMG_4233.JPG,JPEG,3854957,5712,4284,,unavailable,113d5a50391caae75858adff437470bb12d44d2715d77eb80821f54433b695cd,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
355,IMG_4234.JPG,JPEG,3750937,5712,4284,,unavailable,2b9b576e7be633dfe1aa4580edda2a3345926f95075323c2501038e9f6c7d656,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
356,IMG_4235.JPG,JPEG,4040745,5712,4284,,unavailable,4d2b92649be62f590596dc981128fe8e78b601613df60369280acbe9528f1254,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
357,IMG_4236.JPG,JPEG,1348325,4032,3024,,unavailable,dee9c2a76cbdc7670fadff2f1f3fc62b2be159380acd6c33577638ebc314fdac,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
358,IMG_4237.JPG,JPEG,1379964,4032,3024,,unavailable,44a8d3ee877c7e30d8b5087221643fafc96786fe0c2400977eee9af01eb71f1b,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,是,否,,,完成目視檢視；保留作旅程總帳
359,IMG_4238.JPG,JPEG,4557560,5712,4284,,unavailable,b56c53d8ab864e57be484adfefb12a5114480cc714f59b238e1f25b66d8067c1,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
360,IMG_4239.JPG,JPEG,4367518,5712,4284,,unavailable,4bcef23b6e06831f6ab1c3eb68a486d01444e98ea20d01060760691d92c1ffa1,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
361,IMG_4240.JPG,JPEG,4166094,5712,4284,,unavailable,cead2e6a0f3c0da7c42709b67b84a012a22c1269686f7e9908584a09fcd34250,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
362,IMG_4241.JPG,JPEG,4409482,5712,4284,,unavailable,c51cf48d8233a029c625f1ee305e5600f3b4328ec8ca27fff351935104329326,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
363,IMG_4242.JPG,JPEG,4625154,5712,4284,,unavailable,00a647e7e50ff29dc3c55f29d509535ff3c0d3cb4e87a12748294e351cc0223a,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
364,IMG_4243.JPG,JPEG,4229823,5712,4284,,unavailable,9627e4faa5d651545f5242bb331dbdbba3617774ff130de1898dd9f3c952e748,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
365,IMG_4244.JPG,JPEG,2089198,4032,3024,,unavailable,98241813523be005524b96ee57847f645b96bce9a3045004046210839a75ce9e,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,是,否,,,完成目視檢視；保留作旅程總帳
366,IMG_4245.JPG,JPEG,3831865,5712,4284,,unavailable,6b824ab2db27286e2344a47fe34a4e1c19d47acbddf6a92dc7e65ad6ce8548d0,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
367,IMG_4246.JPG,JPEG,3129730,5712,4284,,unavailable,266a9b5b402c373a4760b3c51aeaa8b29d1f4596c1eadc12efd914a04470cb48,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
368,IMG_4247.JPG,JPEG,1263856,4032,3024,,unavailable,9866387dd0663c4a99f586dd99ac740f4ef4bf5caa14e1779030d57b20a10ca3,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
369,IMG_4248.JPG,JPEG,1459001,4032,3024,,unavailable,191df771f8e53ce32bd8e553dbce2e4a9ca7f2ddd378b5bec85465feff54e672,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
370,IMG_4249.MOV,MOV,399231037,1920,1080,2026-07-14T04:00:32.000000Z,ffprobe:creation_time,6a4c073f6bebd4bb23a343b42033401bdf49deb0adaaf5d37833ab6d35b5e9bf,260715,D4,LaLaport／Gundam Park・市區,購物／Gundam／河川／祭典街景,04_260715_D4_LaLaport_Gundam_中洲,classified,high,LaLaport、Gundam Park、河川與市區祭典地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
